,x,y,z,u,v,w,phi,theta,psi,p,q,r
0,12.394678416462822,-6.208118661673686e-11,0.3047395137921064,24.997918766512313,-3.489817021928511e-10,0.8997477102512845,-5.051012165270412e-09,-0.030302468036475707,-2.8910467271772748e-11,-1.2850304603019954e-21,9.472935755536536e-14,3.6354690938422506e-21
