x,y,z,u,v,w,phi,theta,psi,p,q,r
8.142516971154025,0.0,-0.2251934297161649,23.49888070619556,0.0,-0.8649213762685384,0.0,-0.01893452518689814,0.0,0.0,-0.01888216530933831,0.0
8.377693011414204,0.0,-0.22933496898098996,23.511784053528594,0.0,-0.8651695311844384,0.0,-0.019418436183229883,0.0,0.0,-0.019366076305670055,0.0
8.61299971846159,0.0,-0.23336324869094865,23.52461600733784,0.0,-0.8654174573891458,0.0,-0.01989729627962213,0.0,0.0,-0.0198449364020623,0.0
8.848436304641094,0.0,-0.2372793413362113,23.537376662419717,0.0,-0.865665143512771,0.0,-0.020371138236104574,0.0,0.0,-0.020318778358544745,0.0
9.08400198500865,0.0,-0.24108431457354695,23.55006611702101,0.0,-0.8659125783495503,0.0,-0.020839994728357025,0.0,0.0,-0.020787634850797196,0.0
9.319695977336917,0.0,-0.2447792312052769,23.56268447279104,0.0,-0.8661597508560868,0.0,-0.021303898346371065,0.0,0.0,-0.021251538468811237,0.0
9.555517502120827,0.0,-0.24836514915885075,23.575231834734012,0.0,-0.8664066501497428,0.0,-0.021762881593142363,0.0,0.0,-0.021710521715582534,0.0
9.79146578258293,0.0,-0.251843121467041,23.58770831116162,0.0,-0.8666532655071115,0.0,-0.022216976883391224,0.0,0.0,-0.022164617005831395,0.0
10.027540044678583,0.0,-0.255214196248752,23.6001140136459,0.0,-0.8668995863625375,0.0,-0.022666216542310127,0.0,0.0,-0.022613856664750298,0.0
10.263739517100944,0.0,-0.258479416690439,23.612449056972306,0.0,-0.8671456023066656,0.0,-0.023110632804337405,0.0,0.0,-0.023058272926777576,0.0
10.500063431285815,0.0,-0.26163982102813266,23.62471355909304,0.0,-0.8673913030850086,0.0,-0.0235502578119565,0.0,0.0,-0.02349789793439667,0.0
10.736511021416296,0.0,-0.26469644253006525,23.636907641080633,0.0,-0.8676366785965284,0.0,-0.02398512361452041,0.0,0.0,-0.023932763736960582,0.0
10.97308152442728,0.0,-0.2676503094798932,23.649031427081795,0.0,-0.8678817188922288,0.0,-0.024415262167101003,0.0,0.0,-0.024362902289541175,0.0
11.209774180009784,0.0,-0.27050244516051214,23.66108504427149,0.0,-0.8681264141737574,0.0,-0.024840705329362892,0.0,0.0,-0.024788345451803064,0.0
11.446588230615104,0.0,-0.2732538678384592,23.673068622807307,0.0,-0.868370754792017,0.0,-0.02526148486446162,0.0,0.0,-0.025209124986901792,0.0
11.683522921458819,0.0,-0.2759055907488986,23.684982295784067,0.0,-0.868614731245785,0.0,-0.02567763243796591,0.0,0.0,-0.02562527256040608,0.0
11.920577500524624,0.0,-0.2784586220811853,23.696826199188717,0.0,-0.8688583341803413,0.0,-0.02608917961680369,0.0,0.0,-0.02603681973924386,0.0
12.157751218568013,0.0,-0.28091396496500237,23.708600471855476,0.0,-0.8691015543861044,0.0,-0.026496157868231705,0.0,0.0,-0.026443797990671876,0.0
12.395043329119797,0.0,-0.2832726174570668,23.720305255421266,0.0,-0.8693443827972757,0.0,-0.026898598558828427,0.0,0.0,-0.0268462386812686,0.0
12.632453088489473,0.0,-0.2855355725283996,23.73194069428142,0.0,-0.8695868104904922,0.0,-0.027296532953510047,0.0,0.0,-0.02724417307595022,0.0
12.86997975576843,0.0,-0.28770381805215534,23.743506935545646,0.0,-0.8698288286834871,0.0,-0.027689992214569293,0.0,0.0,-0.027637632337009464,0.0
13.10762259283301,0.0,-0.28977833679200504,23.7550041289943,0.0,-0.8700704287337582,0.0,-0.028079007400736853,0.0,0.0,-0.028026647523177024,0.0
13.34538086434742,0.0,-0.29176010639106953,23.76643242703492,0.0,-0.8703116021372453,0.0,-0.028463609466265142,0.0,0.0,-0.028411249588705313,0.0
13.583253837766492,0.0,-0.29365009936139674,23.77779198465905,0.0,-0.8705523405270152,0.0,-0.028843829260034197,0.0,0.0,-0.028791469382474368,0.0
13.821240783338284,0.0,-0.2954492830739786,23.789082959399348,0.0,-0.8707926356719546,0.0,-0.029219697524679438,0.0,0.0,-0.02916733764711961,0.0
14.059340974106567,0.0,-0.29715861974930274,23.800305511286997,0.0,-0.8710324794754721,0.0,-0.02959124489574109,0.0,0.0,-0.029538885018181263,0.0
14.297553685913128,0.0,-0.29877906644843355,23.811459802809388,0.0,-0.8712718639742071,0.0,-0.029958501900835002,0.0,0.0,-0.029906142023275174,0.0
14.535878197399965,0.0,-0.3003115750646179,23.8225459988681,0.0,-0.871510781336748,0.0,-0.03032149895884463,0.0,0.0,-0.030269139081284802,0.0
14.774313790011322,0.0,-0.3017570923154107,23.83356426673718,0.0,-0.8717492238623578,0.0,-0.03068026637913398,0.0,0.0,-0.03062790650157415,0.0
15.012859747995586,0.0,-0.30311655973531443,23.844514776021715,0.0,-0.8719871839797084,0.0,-0.031034834360781232,0.0,0.0,-0.030982474483221403,0.0
15.25151535840706,0.0,-0.30439091366892856,23.855397698616695,0.0,-0.8722246542456228,0.0,-0.03138523299183286,0.0,0.0,-0.03133287311427303,0.0
15.490279911107582,0.0,-0.3055810852646032,23.86621320866619,0.0,-0.8724616273438248,0.0,-0.03173149224857797,0.0,0.0,-0.031679132371018145,0.0
15.729152698768019,0.0,-0.30668800046859196,23.876961482522812,0.0,-0.8726980960836984,0.0,-0.03207364199484268,0.0,0.0,-0.032021282117282855,0.0
15.96813301686963,0.0,-0.3077125800196989,23.887642698707488,0.0,-0.8729340533990537,0.0,-0.03241171198130423,0.0,0.0,-0.0323593521037444,0.0
16.207220163705287,0.0,-0.3086557394444148,23.898257037869527,0.0,-0.873169492346902,0.0,-0.032745731844824696,0.0,0.0,-0.03269337196726487,0.0
16.446413440380578,0.0,-0.309518389052537,23.908804682747,0.0,-0.8734044061062383,0.0,-0.03307573110780402,0.0,0.0,-0.033023371230244195,0.0
16.685712150814776,0.0,-0.310301433933268,23.91928581812742,0.0,-0.8736387879768324,0.0,-0.033401739177552105,0.0,0.0,-0.03334937929999228,0.0
16.92511560174168,0.0,-0.3110057739517881,23.929700630808735,0.0,-0.8738726313780284,0.0,-0.03372378534567983,0.0,0.0,-0.033671425468120006,0.0
17.164623102710323,0.0,-0.3116323037462959,23.94004930956061,0.0,-0.8741059298475511,0.0,-0.03404189878750867,0.0,0.0,-0.033989538909948845,0.0
17.404233966085567,0.0,-0.3121819127255126,23.95033204508604,0.0,-0.8743386770403216,0.0,-0.03435610856149878,0.0,0.0,-0.034303748683938956,0.0
17.643947507048576,0.0,-0.31265548506664403,23.960549029983248,0.0,-0.8745708667272808,0.0,-0.034666443608695266,0.0,0.0,-0.03461408373113544,0.0
17.883763043597156,0.0,-0.31305389971379594,23.970700458707928,0.0,-0.87480249279422,0.0,-0.03497293275219243,0.0,0.0,-0.034920572874632606,0.0
18.123679896545976,0.0,-0.3133780303768369,23.980786527535745,0.0,-0.8750335492406209,0.0,-0.03527560469661583,0.0,0.0,-0.035223244819056004,0.0
18.363697389526678,0.0,-0.313628745530704,23.9908074345252,0.0,-0.8752640301785028,0.0,-0.0355744880276218,0.0,0.0,-0.03552212815006198,0.0
18.603814848987863,0.0,-0.3138069084151458,24.000763379480762,0.0,-0.8754939298312779,0.0,-0.035869611211414396,0.0,0.0,-0.03581725133385457,0.0
18.844031604194964,0.0,-0.3139133770348977,24.010654563916358,0.0,-0.8757232425326149,0.0,-0.03616100259427937,0.0,0.0,-0.03610864271671955,0.0
19.084346987229992,0.0,-0.3139490041602845,24.020481191019112,0.0,-0.8759519627253097,0.0,-0.036448690402135116,0.0,0.0,-0.03639633052457529,0.0
19.324760332991186,0.0,-0.31391463732824476,24.030243465613463,0.0,-0.8761800849601655,0.0,-0.036732702740100244,0.0,0.0,-0.03668034286254042,0.0
19.56527097919254,0.0,-0.3138111188437722,24.03994159412555,0.0,-0.8764076038948795,0.0,-0.03701306759207767,0.0,0.0,-0.03696070771451784,0.0
19.805878266363212,0.0,-0.31363928578176864,24.049575784547926,0.0,-0.876634514292938,0.0,-0.03728981282035495,0.0,0.0,-0.037237452942795124,0.0
20.046581537846837,0.0,-0.3133999699893034,24.059146246404584,0.0,-0.8768608110225199,0.0,-0.037562966165220674,0.0,0.0,-0.03751060628766085,0.0
20.287380139800714,0.0,-0.3130939980882743,24.068653190716294,0.0,-0.8770864890554071,0.0,-0.03783255524459672,0.0,0.0,-0.037780195367036896,0.0
20.5282734211949,0.0,-0.31272219147846475,24.078096829966256,0.0,-0.8773115434659032,0.0,-0.03809860755368611,0.0,0.0,-0.038046247676126285,0.0
20.76926073381119,0.0,-0.31228536634099224,24.08747737806606,0.0,-0.8775359694297609,0.0,-0.038361150464636354,0.0,0.0,-0.03830879058707653,0.0
21.010341432241987,0.0,-0.31178433364214264,24.096795050321962,0.0,-0.8777597622231149,0.0,-0.038620211226217976,0.0,0.0,-0.03856785134865815,0.0
21.25151487388907,0.0,-0.31121989913758563,24.106050063401483,0.0,-0.8779829172214255,0.0,-0.03887581696351813,0.0,0.0,-0.0388234570859583,0.0
21.492780418962276,0.0,-0.31059286337696607,24.115242635300294,0.0,-0.878205429898428,0.0,-0.039127994677648964,0.0,0.0,-0.03907563480008914,0.0
21.73413743047804,0.0,-0.309904021708866,24.124372985309442,0.0,-0.8784272958250902,0.0,-0.03937677124547072,0.0,0.0,-0.03932441136791089,0.0
21.975585274257867,0.0,-0.3091541642861327,24.133441333982862,0.0,-0.8786485106685779,0.0,-0.03962217341932913,0.0,0.0,-0.039569813541769305,0.0
22.2171233189267,0.0,-0.30834407607156716,24.142447903105225,0.0,-0.8788690701912278,0.0,-0.039864227826807194,0.0,0.0,-0.03981186794924737,0.0
22.45875093591117,0.0,-0.30747453684396886,24.15139291566008,0.0,-0.879088970249529,0.0,-0.04010296097049089,0.0,0.0,-0.040050601092931064,0.0
22.700467499437767,0.0,-0.3065463212045304,24.160276595798305,0.0,-0.8793082067931103,0.0,-0.04033839922774876,0.0,0.0,-0.040286039350188936,0.0
22.942272386530906,0.0,-0.30556019858357886,24.169099168806888,0.0,-0.8795267758637365,0.0,-0.040570568850525186,0.0,0.0,-0.04051820897296536,0.0
23.184164977010894,0.0,-0.3045169332476572,24.177860861077992,0.0,-0.8797446735943125,0.0,-0.040799495965147085,0.0,0.0,-0.04074713608758726,0.0
23.426144653491807,0.0,-0.30341728430694187,24.186561900078342,0.0,-0.8799618962078941,0.0,-0.0410252065721439,0.0,0.0,-0.04097284669458408,0.0
23.66821080137927,0.0,-0.30226200572299117,24.19520251431892,0.0,-0.8801784400167064,0.0,-0.04124772654608067,0.0,0.0,-0.04119536666852085,0.0
23.910362808868147,0.0,-0.3010518463168197,24.203782933324977,0.0,-0.8803943014211701,0.0,-0.041467081635403996,0.0,0.0,-0.04141472175784417,0.0
24.152600066940128,0.0,-0.2997875497772938,24.21230338760631,0.0,-0.8806094769089355,0.0,-0.04168329746230074,0.0,0.0,-0.041630937584740915,0.0
24.39492196936125,0.0,-0.2984698546698436,24.220764108627904,0.0,-0.880823963053923,0.0,-0.041896399522569246,0.0,0.0,-0.04184403964500942,0.0
24.637327912679293,0.0,-0.2970994944454858,24.22916532878084,0.0,-0.8810377565153719,0.0,-0.04210641318550291,0.0,0.0,-0.04205405330794308,0.0
24.87981729622112,0.0,-0.2956771974501537,24.23750728135352,0.0,-0.8812508540368964,0.0,-0.04231336369378591,0.0,0.0,-0.042261003816226085,0.0
25.1223895220899,0.0,-0.29420368693432875,24.245790200503183,0.0,-0.8814632524455486,0.0,-0.04251727616340096,0.0,0.0,-0.042464916285841134,0.0
25.36504399516227,0.0,-0.292679681062969,24.254014321227743,0.0,-0.8816749486508889,0.0,-0.042718175583548824,0.0,0.0,-0.042665815705989,0.0
25.607780123085394,0.0,-0.29110589292572997,24.26217987933791,0.0,-0.8818859396440645,0.0,-0.042916086816579546,0.0,0.0,-0.04286372693901972,0.0
25.850597316273934,0.0,-0.2894830305474731,24.27028711142963,0.0,-0.8820962224968939,0.0,-0.04311103459793505,0.0,0.0,-0.04305867472037522,0.0
26.09349498790695,0.0,-0.2878117968990569,24.278336254856807,0.0,-0.8823057943609596,0.0,-0.04330304353610311,0.0,0.0,-0.04325068365854329,0.0
26.336472553924715,0.0,-0.28609288990840626,24.286327547704325,0.0,-0.8825146524667073,0.0,-0.04349213811258241,0.0,0.0,-0.04343977823502258,0.0
26.579529433025424,0.0,-0.2843270024718556,24.294261228761382,0.0,-0.8827227941225534,0.0,-0.04367834268185853,0.0,0.0,-0.043625982804298705,0.0
26.82266504666186,0.0,-0.28251482246576043,24.302137537495106,0.0,-0.8829302167139979,0.0,-0.043861681471390766,0.0,0.0,-0.04380932159383094,0.0
27.065878819037945,0.0,-0.2806570327583736,24.309956714024466,0.0,-0.8831369177027458,0.0,-0.04404217858160951,0.0,0.0,-0.04398981870404969,0.0
27.309170177105226,0.0,-0.27875431122198124,24.31771899909448,0.0,-0.8833428946258359,0.0,-0.04421985798592413,0.0,0.0,-0.0441674981083643,0.0
27.552538550559287,0.0,-0.2768073307452937,24.32542463405073,0.0,-0.8835481450947745,0.0,-0.044394743530741076,0.0,0.0,-0.04434238365318125,0.0
27.795983371836066,0.0,-0.27481675924608745,24.33307386081413,0.0,-0.8837526667946787,0.0,-0.04456685893549219,0.0,0.0,-0.044514499057932366,0.0
28.039504076108113,0.0,-0.27278325968409317,24.340666921856034,0.0,-0.8839564574834248,0.0,-0.04473622779267291,0.0,0.0,-0.044683867915113085,0.0
28.28310010128076,0.0,-0.2707074900741254,24.34820406017358,0.0,-0.8841595149908048,0.0,-0.0449028735678903,0.0,0.0,-0.044850513690330475,0.0
28.52677088798821,0.0,-0.26859010349944984,24.35568551926536,0.0,-0.884361837217689,0.0,-0.04506681959992073,0.0,0.0,-0.04501445972236091,0.0
28.770515879589578,0.0,-0.2664317481253833,24.36311154310737,0.0,-0.8845634221351963,0.0,-0.04522808910077705,0.0,0.0,-0.04517572922321723,0.0
29.014334522164823,0.0,-0.26423306721312256,24.37048237612922,0.0,-0.8847642677838702,0.0,-0.045386705155785086,0.0,0.0,-0.04533434527822526,0.0
29.25822626451063,0.0,-0.26199469913379747,24.377798263190662,0.0,-0.8849643722728628,0.0,-0.04554269072366933,0.0,0.0,-0.045490330846109504,0.0
29.502190558136206,0.0,-0.2597172773827438,24.38505944955837,0.0,-0.885163733779125,0.0,-0.045696068636647644,0.0,0.0,-0.04564370875908782,0.0
29.74622685725903,0.0,-0.257401430593992,24.392266180883013,0.0,-0.8853623505466034,0.0,-0.04584686160053487,0.0,0.0,-0.04579450172297504,0.0
29.99033461880048,0.0,-0.2550477825549674,24.39941870317661,0.0,-0.8855602208854441,0.0,-0.04599509219485513,0.0,0.0,-0.04594273231729531,0.0
30.23451330238146,0.0,-0.2526569522213976,24.406517262790157,0.0,-0.8857573431712029,0.0,-0.04614078287296278,0.0,0.0,-0.04608842299540295,0.0
30.4787623703179,0.0,-0.2502295537324232,24.413562106391524,0.0,-0.8859537158440627,0.0,-0.04628395596217167,0.0,0.0,-0.046231596084611845,0.0
30.723081287616214,0.0,-0.2477661964259073,24.42055348094364,0.0,-0.8861493374080565,0.0,-0.04642463366389289,0.0,0.0,-0.04637227378633307,0.0
30.967469521968685,0.0,-0.2452674848539397,24.427491633682937,0.0,-0.8863442064302985,0.0,-0.04656283805378048,0.0,0.0,-0.04651047817622066,0.0
31.211926543748785,0.0,-0.24273401879853235,24.43437681209808,0.0,-0.88653832154022,0.0,-0.04669859108188526,0.0,0.0,-0.046646231204325435,0.0
31.456451826006425,0.0,-0.24016639328750114,24.44120926390894,0.0,-0.8867316814288133,0.0,-0.04683191457281648,0.0,0.0,-0.04677955469525665,0.0
31.701044844463144,0.0,-0.23756519861053058,24.447989237045874,0.0,-0.8869242848478806,0.0,-0.04696283022591122,0.0,0.0,-0.04691047034835139,0.0
31.94570507750723,0.0,-0.2349310203354172,24.454716979629225,0.0,-0.8871161306092907,0.0,-0.047091359615411395,0.0,0.0,-0.04703899973785157,0.0
32.190432006188786,0.0,-0.23226443932448787,24.46139273994913,0.0,-0.8873072175842418,0.0,-0.04721752419064819,0.0,0.0,-0.04716516431308836,0.0
32.43522511421472,0.0,-0.22956603175118886,24.46801676644556,0.0,-0.8874975447025295,0.0,-0.047341345276233814,0.0,0.0,-0.04728898539867399,0.0
32.680083887943674,0.0,-0.22683636911684207,24.474589307688646,0.0,-0.8876871109518225,0.0,-0.04746284407226047,0.0,0.0,-0.04741048419470065,0.0
32.92500781638091,0.0,-0.22407601826756443,24.481110612359227,0.0,-0.8878759153769444,0.0,-0.04758204165450639,0.0,0.0,-0.04752968177694657,0.0
33.169996391173115,0.0,-0.2212855414113466,24.487580929229704,0.0,-0.8880639570791607,0.0,-0.04769895897464875,0.0,0.0,-0.047646599097088925,0.0
33.415049106603135,0.0,-0.21846549613528746,24.494000507145113,0.0,-0.8882512352154732,0.0,-0.047813616860483424,0.0,0.0,-0.0477612569829236,0.0
33.6601654595847,0.0,-0.21561643542298026,24.500369595004468,0.0,-0.8884377489979198,0.0,-0.04792603601615141,0.0,0.0,-0.04787367613859159,0.0
33.905344949657035,0.0,-0.21273890767204717,24.50668844174236,0.0,-0.8886234976928814,0.0,-0.0480362370223718,0.0,0.0,-0.047983877144811976,0.0
34.15058707897945,0.0,-0.2098334567118181,24.51295729631079,0.0,-0.8888084806203933,0.0,-0.04814424033668114,0.0,0.0,-0.048091880459121314,0.0
34.39589135232584,0.0,-0.20690062182115063,24.519176407661273,0.0,-0.8889926971534649,0.0,-0.04825006629367913,0.0,0.0,-0.048197706416119306,0.0
34.64125727707916,0.0,-0.20394093774638694,24.525346024727174,0.0,-0.8891761467174023,0.0,-0.04835373510528049,0.0,0.0,-0.04830137522772066,0.0
34.88668436322585,0.0,-0.20095493471944473,24.53146639640629,0.0,-0.889358828789141,0.0,-0.04845526686097287,0.0,0.0,-0.04840290698341305,0.0
35.13217212335013,0.0,-0.19794313847603803,24.537537771543693,0.0,-0.8895407428965805,0.0,-0.04855468152808073,0.0,0.0,-0.0485023216505209,0.0
35.37772007262837,0.0,-0.19490607027402487,24.54356039891479,0.0,-0.8897218886179276,0.0,-0.04865199895203497,0.0,0.0,-0.04859963907447514,0.0
35.62332772882328,0.0,-0.1918442469118781,24.549534527208642,0.0,-0.8899022655810441,0.0,-0.04874723885664835,0.0,0.0,-0.04869487897908852,0.0
35.86899461227811,0.0,-0.1887581807472759,24.555460405011527,0.0,-0.8900818734628015,0.0,-0.04884042084439645,0.0,0.0,-0.048788060966836626,0.0
36.11472024591081,0.0,-0.18564837971580886,24.561338280790704,0.0,-0.8902607119884406,0.0,-0.04893156439670412,0.0,0.0,-0.04887920451914429,0.0
36.360504155208105,0.0,-0.18251534734979985,24.56716840287846,0.0,-0.8904387809309368,0.0,-0.049020688874237245,0.0,0.0,-0.04896832899667742,0.0
36.60634586821953,0.0,-0.17935958279723382,24.57295101945635,0.0,-0.890616080110372,0.0,-0.049107813517199866,0.0,0.0,-0.04905545363964004,0.0
36.8522449155514,0.0,-0.17618158084079388,24.578686378539707,0.0,-0.8907926093933116,0.0,-0.049192957445636336,0.0,0.0,-0.04914059756807651,0.0
37.09820083036079,0.0,-0.17298183191700048,24.584374727962338,0.0,-0.8909683686921874,0.0,-0.049276139659738566,0.0,0.0,-0.04922377978217874,0.0
37.34421314834936,0.0,-0.16976082213545066,24.59001631536148,0.0,-0.8911433579646858,0.0,-0.04935737904015818,0.0,0.0,-0.04930501916259836,0.0
37.59028140775726,0.0,-0.16651903329815398,24.59561138816298,0.0,-0.891317577213142,0.0,-0.049436694348323505,0.0,0.0,-0.04938433447076368,0.0
37.83640514935687,0.0,-0.1632569429189621,24.601160193566674,0.0,-0.8914910264839396,0.0,-0.04951410422676124,0.0,0.0,-0.04946174434920141,0.0
38.08258391644658,0.0,-0.1599750242430886,24.60666297853203,0.0,-0.8916637058669157,0.0,-0.04958962719942278,0.0,0.0,-0.049537267321862956,0.0
38.32881725484446,0.0,-0.1566737462667166,24.612119989763958,0.0,-0.8918356154947714,0.0,-0.049663281672015044,0.0,0.0,-0.04961092179445522,0.0
38.57510471288194,0.0,-0.15335357375669037,24.617531473698897,0.0,-0.8920067555424882,0.0,-0.049735085932335665,0.0,0.0,-0.04968272605477584,0.0
38.82144584139739,0.0,-0.15001496727028843,24.62289767649108,0.0,-0.8921771262267489,0.0,-0.049805058150612536,0.0,0.0,-0.04975269827305271,0.0
39.067840193729715,0.0,-0.14665838317507496,24.62821884399901,0.0,-0.8923467278053654,0.0,-0.049873216379847575,0.0,0.0,-0.04982085650228775,0.0
39.31428732571185,0.0,-0.14328427366882665,24.633495221772193,0.0,-0.8925155605767098,0.0,-0.049939578556164536,0.0,0.0,-0.04988721867860471,0.0
39.56078679566425,0.0,-0.13989308679953202,24.63872705503803,0.0,-0.8926836248791528,0.0,-0.05000416249916093,0.0,0.0,-0.04995180262160111,0.0
39.80733816438831,0.0,-0.1364852664854603,24.64391458868895,0.0,-0.8928509210905059,0.0,-0.05006698591226379,0.0,0.0,-0.05001462603470396,0.0
40.05394099515979,0.0,-0.13306125253529716,24.64905806726975,0.0,-0.8930174496274701,0.0,-0.05012806638308928,0.0,0.0,-0.050075706505529456,0.0
40.30059485372213,0.0,-0.12962148066834434,24.65415773496512,0.0,-0.8931832109450886,0.0,-0.05018742138380611,0.0,0.0,-0.05013506150624628,0.0
40.54729930827978,0.0,-0.1261663825347805,24.659213835587405,0.0,-0.8933482055362053,0.0,-0.05024506827150247,0.0,0.0,-0.050192708393942645,0.0
40.794053929491476,0.0,-0.12269638573598046,24.664226612564534,0.0,-0.8935124339309287,0.0,-0.05030102428855665,0.0,0.0,-0.050248664410996825,0.0
41.04085829046345,0.0,-0.11921191384489027,24.66919630892818,0.0,-0.8936758966961,0.0,-0.05035530656301101,0.0,0.0,-0.05030294668545118,0.0
41.28771196674265,0.0,-0.11571338642645514,24.67412316730209,0.0,-0.8938385944347674,0.0,-0.050407932108949415,0.0,0.0,-0.05035557223138959,0.0
41.53461453630989,0.0,-0.11220121905809792,24.679007429890646,0.0,-0.8940005277856643,0.0,-0.0504589178268779,0.0,0.0,-0.05040655794931807,0.0
41.78156557957295,0.0,-0.1086758233502454,24.683849338467596,0.0,-0.8941616974226932,0.0,-0.050508280504108584,0.0,0.0,-0.05045592062654876,0.0
