delta_e,delta_t,delta_a,delta_r
0.07738754863172008,0.09999999043952491,-0.01677837907575979,0.29499759335971165
0.07887660257687995,0.09999999135548847,-0.027601572440926626,0.26069737662385295
0.07868689381045049,0.09999999052733481,-0.021046234225862288,0.23283785285733832
0.07504583767130774,0.09999999147035815,-0.02305940701523502,0.21105740991085628
0.06659872008877268,0.09999999139738237,-0.02206898976352929,0.19470301418827932
0.052905731069697294,0.0999999904575751,-0.021631336666935643,0.18293226943945656
0.03454003125693384,0.09999999110175878,-0.020046454748017042,0.1747715336971916
0.013160028090995191,0.09999999094366646,-0.018349549746525275,0.16919169097739223
-0.009824333924354462,0.09999999029305455,-0.014507512167500033,0.04557342489680252
-0.032800756955817134,0.09999999025371821,-0.011397647560359643,0.0521984326037689
-0.053831881318435894,0.09999999022341287,-0.008060553656958815,0.056482287397123326
-0.07062518355294481,0.09999999055241707,-0.005033924467404839,0.05760692300547487
-0.0820261127272853,0.09999999018381582,-0.0022234116508674097,0.05503175985358677
-0.086684181035846,0.0999999904752379,0.00018363931255339886,0.048565953587919306
-0.08413613074558471,0.09999999045575766,-0.009202052480576739,0.03885900276103277
-0.07469327137286533,0.09999999016211834,-0.0226943286241974,0.026166226722581547
-0.05891305303228567,0.099999990162373,-0.03623014746977448,0.010889470478026303
-0.03877826951322083,0.0999999904586675,-0.049280558819922535,-0.006372796532540948
-0.01568710240689849,0.09999999048128601,-0.061390342015184535,-0.024985511894916063
0.0088144564931403,0.09999999051785023,-0.07219610870162821,-0.044318742708702424
0.033225914541554775,0.09999999057262347,-0.08143403820970635,-0.0637757450758237
0.0564167359804186,0.09999999023669782,-0.08923076845985206,-0.08307363233769814
0.07728320795030716,0.09999999076925986,-0.09564307723399045,-0.101859398670927
0.09485265583631046,0.09999999034228295,-0.1004949918638139,-0.11962040069175803
0.10850397585857877,0.09999999120857514,-0.1013398458779199,-0.13603128960014674
0.11718218525093299,0.09999999058292944,-0.10202633317655789,-0.15068955231920728
0.11987287868967518,0.09999999080759903,-0.1025545404159959,-0.1633683653022898
0.11711111300672399,0.09999999320848667,-0.10288944006929208,-0.1739209461087914
0.11087560629209565,0.09999999177957324,-0.10301242019780275,-0.182277828630939
0.10289368940899202,0.09999999297151321,0.09382564640601793,0.44399702817818926
0.09249722318329003,0.10000000608107723,0.08879128185162771,0.39140660245381337
0.08312561725538588,0.1000000358075267,0.08454511441052945,0.34561570537734587
0.07796012005581869,0.10157735478707794,0.08122665685453305,0.3072217931765255
0.07700080372250019,0.11257657378143751,0.0789111569767607,0.27630003948748033
0.07809935586711883,0.11627594055081082,0.07761328258610971,0.25251315273861324
0.07823849516704115,0.11380191356853561,0.0772929538878477,0.23522736748686182
0.07441042112482389,0.10806050923386677,0.07786462512035404,0.22349106775831737
0.0636006628989631,0.10118407063488716,0.07663640060756602,0.21622419836653964
0.04337776283115957,0.09999999788046537,0.05183807736628902,0.21233805533170114
0.01726904809001375,0.09999999336802334,0.02295887253518805,0.21079949990837088
-0.012515477783573,0.0999999919249715,-0.004774396878796697,0.2104514978968421
-0.04344940696220757,0.0999999912907298,-0.011566149075543099,-0.005480192318936846
-0.07335713963639272,0.09999999096033603,-0.009308615759857032,0.007776621902946201
-0.09933617130746013,0.09999999077048195,-0.0026736218994908387,0.015947745552529438
-0.11827546323504293,0.09999999023772929,0.0013920213386901836,0.018468022557703717
-0.12778936328458754,0.09999999058564078,-0.011355677938299818,0.015911447844269063
-0.12634337771494947,0.09999999054571497,-0.026290563092392055,0.008215358200088146
-0.11359139633529824,0.0999999901911443,-0.04208596542764708,-0.0040721136157595835
-0.09146919754850685,0.0999999905269806,-0.057922250814442564,-0.020183534808493393
-0.062132372803372235,0.09999999054572886,-0.07306255617180873,-0.03924745772138315
-0.028285756398212656,0.09999999058580693,-0.08709300707869794,-0.060546299686247126
0.007171485859171951,0.09999999065402543,-0.09294386176704843,-0.08402111614179192
0.0416468369977345,0.09999999076325827,-0.09393552131917578,-0.10856953305473252
0.07276604376620423,0.09999999093996031,-0.09516572255241752,-0.13329799222974828
0.09895336551038102,0.09999999044554117,-0.09651064278189866,-0.15751119767282168
0.11770495404558373,0.09999999169437059,-0.09785480357210095,-0.1805133818201897
0.1276980203858633,0.09999999248742127,-0.0990957939726897,-0.20177684871902024
0.13038191822711512,0.09999999143734227,-0.10014837068262311,-0.22087797606659829
0.12842984115792727,0.09999999263086527,-0.10094742112056344,-0.2375007249149728
0.12390233741705368,0.10000000758871058,-0.10144953502754603,-0.25144438125104235
0.11812314822420455,0.1000000443961579,-0.10126665960884595,-0.2877170798467161
0.11159664101329445,0.119418105759562,-0.1011435653250804,-0.2791329843222432
0.10427681854129724,0.12950180002227119,-0.10088094217584553,-0.2683954941905004
0.09608620738359744,0.1325093824789967,-0.10051013932422657,-0.2558648846423485
0.08717664435046968,0.12887412924122432,-0.10006578375004309,-0.24186767022922362
0.07782038610865548,0.12342045873953167,-0.09958406267276233,-0.22664938101679774
0.0684013282515256,0.11819449034454393,-0.09518818033950038,-0.21058501286843923
0.05936383816875043,0.11340380409317076,-0.08473066179307354,-0.19396825912773955
0.05111517122368871,0.10920907347714971,-0.07430596270323218,-0.17691774134851884
0.04396117022407016,0.10572066194802975,-0.06433019069765807,-0.15998575999790665
0.03809477779973471,0.1029968712131153,-0.0548239452735723,-0.14336126642446106
0.0336233361788253,0.10104890473664684,-0.0660274936131021,-0.1750767858382927
0.03056778812427644,0.10001476848172114,-0.057106050213236136,-0.15865926363338406
0.0288572216748162,0.10000170548437491,-0.04867622832323312,-0.14262252870542616
0.02823379857903048,0.10000103720599257,-0.040716706978653885,-0.1271385993190116
0.028308211383107847,0.10000088540700633,-0.033187680445785565,-0.11231543256978281
0.02863828850758205,0.10000114042280808,-0.026035663473662856,-0.09819854957535178
0.028829604195021372,0.10016491791045644,-0.01919984740189604,-0.08477909650335326
0.028623834990660017,0.10129056175977384,-0.01261773570998632,-0.07200535064388167
0.027933911130856807,0.10280201259296838,-0.006232454724771036,-0.05979586103076631
0.026846401510688664,0.10375176803156709,3.721029765995914e-06,-0.04805314119878133
0.02559071958270217,0.1043701781058409,0.006124794622847095,-0.036676689551483795
0.02447399436614443,0.10502823380168867,0.012149199333305556,-0.025573262854941613
0.023822075382766348,0.1057791819551088,0.018079175144366987,-0.014664972068321258
0.023922269461070882,0.10667091780038661,0.02390163586009042,-0.0038944149173364253
0.024976908992720565,0.10773647865224395,0.02959044397507918,0.006773430770695862
0.02707684273024611,0.10898695616178145,0.03510970844660651,0.017352052739802146
0.030196320550428913,0.11041633721579583,0.04041768094043386,0.02783638085334232
0.03420665370649531,0.11197272801023489,0.04547099194903502,0.038207132666057866
0.03890229584095234,0.11359998770592775,0.05022839430343493,0.04843580291992436
0.04403215197341195,0.11526166781608381,0.05465432793071236,0.05848961873858089
0.04932985087853501,0.11691394704510376,0.05872159676158508,0.06833602547034828
0.0545391866931881,0.11849702551727087,0.062413263596518054,0.07794645332765812
0.05943028074613036,0.11992720564079841,-0.10498572806810424,-0.3326472750520498
0.06314799394661953,0.12113263463675884,-0.09157394640787486,-0.28764956938982805
0.06676239058912252,0.12222753965174031,-0.0723996895552908,-0.2465485961166418
0.0713140350890014,0.12302676655355098,-0.05485853981667224,-0.20993806272837398
0.07645490721336802,0.12330085928254711,-0.03916544609511815,-0.17835877282033308
0.08082265782518734,0.12282872127355479,-0.024779331621107504,-0.15188010958595105
0.08262809450165504,0.12139875789455598,-0.011699889667847156,-0.13025108581528616
0.08030790611982781,0.11886991394606021,0.0007359042356570967,-0.11305216915570242
0.07301619735585091,0.11522159922109741,0.011591422967673489,-0.09964921989434722
0.06084529217683195,0.1105801571228646,0.017545348699939515,-0.0892897882433803
0.04478164228358357,0.10521556109014084,0.015317496685327945,-0.08113256981973495
0.02634245333876191,0.10000004809864133,0.03131656734246339,0.06958156209293907
0.007012467535872435,0.09999999612391805,0.03247162291357193,0.0647037628990135
-0.010572409960323619,0.09999999318788125,0.035693764791711054,0.06142608099020552
-0.023857772470809963,0.09999999598325106,0.0407855013517669,0.06032187132176614
-0.03133605555421916,0.09999999475008942,0.047433037554636896,0.061719258061143395
-0.03242619530626922,0.09999999419128804,0.05523958636982053,0.06571803967921636
-0.027304323600841854,0.0999999914669982,0.06376160958880435,0.07222336688763176
-0.016827960579183083,0.0999999942705061,0.07254426439795289,0.08098690433556621
-0.002814847334737167,0.09999999175630567,0.08115244460419238,0.09164844539567746
0.013519113852599116,0.0999999922019047,0.08968610811683082,0.10421782001283662
0.03034573609277777,0.09999999310210386,0.0951744913011519,0.11832838067135765
0.046428170919270956,0.0999999951697752,0.09534789311592719,0.13351862231831393
0.06118759100717197,0.1000000019864713,0.0957330107144146,0.14915369705144352
0.07434130712792715,0.10000033334124106,0.09625786299204729,0.16474052172585107
0.08551648346211195,0.1172569347640029,0.09685188574000718,0.1798076129968134
0.09415347787668218,0.12683640840018925,0.09744982792175393,0.19392342818834754
0.09971863177468326,0.13177493879323168,0.09799466830565459,0.20672069604513268
0.10193654748969491,0.13430169287504415,0.09844012415933832,0.21787387493858645
0.10083430303024025,0.13501601799872137,0.09875196263040044,0.22715514359489974
0.09670373193870185,0.13301785078555162,0.09890804915475042,0.2344250193244233
0.09001844358609314,0.12996579650835788,0.0988989430523129,0.23960699788288511
0.08139823370095663,0.12610868556949786,-0.09669129415833788,-0.507981638937657
0.06883037540958092,0.12185592690715392,-0.09064087166845129,-0.45342003848912266
0.05546848429850745,0.11767227933096973,-0.0853819431612647,-0.40603524606024216
0.045816274507491185,0.11391951944525551,-0.08109961128474245,-0.36672971405558613
0.04175217619841293,0.11075842818865722,-0.07790681402900043,-0.33582243436489506
0.04285311386782814,0.10811052969194586,-0.07584686881461708,-0.313103689323943
0.047055068124266554,0.10568086436398473,-0.07489995243265517,-0.29791089409745897
0.05142718208727287,0.10303131464594377,-0.07499150827902848,-0.28921895502200695
0.05292946670901387,0.10000004911510071,-0.07600307184560313,-0.28573825056678415
0.04827160019841169,0.09999999718681166,-0.07778353676851885,-0.2860154956206953
0.035436376292055205,0.09999999230660356,-0.08016120308840315,-0.2885295621366335
0.015438714360826295,0.09999999301900683,-0.08196719222267856,-0.059692922919433455
-0.010436954976003962,0.09999999176785884,-0.08402674592934394,-0.0849182948574935
-0.0408553300797314,0.09999999118743466,-0.08074102992133278,-0.10447166561051792
-0.07360868336653519,0.09999999032057555,-0.06562481104283477,-0.11764057332809662
-0.10465248256560385,0.0999999907058636,-0.049075545845950135,-0.12346926436169485
-0.1305594775535134,0.09999999060089884,-0.033531315496555365,-0.12169277623130152
-0.14642884647682708,0.09999999019528003,-0.02097824986732287,-0.11257472234738339
-0.14848963527492579,0.09999999050242658,-0.007956471056551333,-0.09721456762025099
-0.13645986264044102,0.09999999048764394,0.011802183272081197,-0.07715691253075034
-0.11126662708413616,0.09999999049064714,0.030967713195491787,-0.05340147407699226
-0.07584612933177666,0.09999999051118963,0.04873897209478975,-0.027263457318448817
-0.034381807094931785,0.0999999905520065,0.06448853013271395,1.7290204861688525e-05
0.008639726242627339,0.09999999061995343,0.0777831487570332,0.027346958234922655
0.04924603089379121,0.09999999026455131,0.08855754175471897,0.05397097196001025
0.0849896598167656,0.0999999903285255,0.09716207923034906,0.07954492622376277
0.11360233635493869,0.09999999119437905,0.10090542475277316,0.103368784433479
0.13242960289005365,0.09999999060510624,0.10242914419016455,0.12489308178830974
0.14037725518300828,0.09999999247656688,0.10374624364286232,0.14372214473675501
0.13983700333656066,0.09999999401041547,0.10478487479380305,0.15962880951904077
0.134322177258305,0.09999999273656926,-0.09096176389788393,-0.5235987509198083
0.12474085790088246,0.09999999717218881,-0.08463577609208223,-0.48852344789994173
0.11629642861962736,0.10000078362464133,-0.07920671433418099,-0.4295240413774153
0.1126851198827287,0.12303241169510756,-0.07495866175590304,-0.3804404329193671
0.1130014411178262,0.13130197334084395,-0.07198938713657108,-0.34148516098488574
0.11378365049159234,0.13328299549650202,-0.07031620135126387,-0.31241682266078674
0.11084022749830234,0.12532252639273325,-0.048288959532891584,-0.29249558152742017
0.10031197241484342,0.11524336142581838,-0.010920682696771771,-0.2806519663669566
0.07501195963486992,0.10336558291314737,0.023640438569952123,-0.27560155432316047
0.03865321896302595,0.0999999932089887,0.03791013075592229,-0.27560808247808366
-0.002309313133341799,0.0999999916427147,0.026215581200917396,-0.2787079768895207
-0.04578461254001979,0.09999999103940407,0.0191671052462836,-0.0606413532920272
-0.08796420203477265,0.09999999073905556,0.014341846564239168,-0.08255450970051585
-0.13328226255512463,0.09999999057299924,0.008825321114790929,-0.09975798544946628
-0.1641513312529656,0.09999999046983143,0.004150828718613735,-0.1110693713601707
-0.1757344402362241,0.09999999014677009,-0.00018310697000372124,-0.11580150771009201
-0.16985401216482507,0.09999999013137045,-0.003704760085191492,-0.11371420664385766
-0.15991824631531226,0.09999999012120131,-0.006517281323918106,-0.10495785499169955
-0.1529439242920058,0.09999999031665312,-0.005362850460317961,-0.09026048268531692
-0.13436385529696676,0.09999999030698686,0.014430410159501392,-0.07126708420785142
-0.10761909739821197,0.09999999030515536,0.03359782735280568,-0.048611267406060185
-0.07599947381332209,0.09999999031126634,0.05137647372697198,-0.02343544543583798
-0.040693168099583475,0.09999999032550773,0.0671631674055525,0.0031408672623863478
-0.002620713164471931,0.09999999034825222,0.08053163916099208,0.030086106604998386
0.0349657602806881,0.09999999038129398,0.09164952544194961,0.056870433284756446
0.06928943234676847,0.09999999015512946,0.09861647839900749,0.08291574459209511
0.09721646399428907,0.09999999049336039,0.10034885437882744,0.10745754961261493
0.11728860212180439,0.09999999058985425,0.10197734024185134,0.1298006067016396
0.13139272231822843,0.09999999026640494,0.10339845929751901,0.1495161610573871
0.14242488287510296,0.09999999034461345,-0.09228404373970532,-0.4794487584704781
0.14586242616238063,0.09999999047144008,-0.08608715071656149,-0.41319578190115475
0.14438924534251288,0.09999999184765807,-0.08087624949853452,-0.35575227200590986
0.13956582416621555,0.09999999266241266,-0.07682120718129327,-0.30809322464287625
0.13334870241412577,0.09999999383626022,-0.06861546883442116,-0.2703656756496879
0.12616654443925043,0.09999999530330662,-0.04353180855814432,-0.2423671917416387
0.11636485892610866,0.09999999634103979,-0.01674278379976364,-0.22347740704973942
0.10053408257530327,0.09999999193853408,0.010584499683170386,-0.2125662554877379
0.07687988916713212,0.09999999123894633,0.03364703240994753,-0.2081714000941079
0.04607596220080197,0.09999999076237771,0.03385722636700451,-0.20855978182207305
0.010295986040388727,0.09999999138173692,0.019921134220351484,-0.2118443903878649
-0.027719775500754107,0.09999999098461727,0.018609405017380492,-0.0034617672946119834
-0.06468154379738421,0.09999999074628556,0.01195864805857942,-0.02328746289761095
-0.09880070028968392,0.0999999902180169,0.007472689726467604,-0.038631899795930215
-0.1256860636664278,0.09999999050642135,0.0024481159080571085,-0.04831628385988804
-0.14312890528098618,0.09999999044425796,-0.0015658933341252883,-0.05164679046688294
-0.14959503198781046,0.09999999040389619,-0.0051549290336251035,-0.04849827898893375
-0.14430282706581074,0.0999999903787783,0.010574692099045687,-0.03997341645674467
-0.12796198662958533,0.09999999036522726,0.028454260587745528,-0.026387624259099143
-0.10331769498085001,0.0999999901313701,0.04635853314378905,-0.008575548520903729
-0.07119997347852362,0.09999999036807791,0.06347014736172822,0.012478951847893532
-0.03600139993320077,0.09999999038433177,0.07910961770739929,0.03577113501419748
-0.00021482675969751813,0.09999999014978353,0.09259750638428271,0.06091616051469646
0.034345094105968414,0.09999999045724653,0.0938053791443064,0.08741433626944325
0.06589296748834958,0.0999999905240727,0.0952726758016108,0.11399477665875095
0.09304717942295193,0.09999999062584916,0.0968625827696128,0.13989508141885088
0.11624276043885132,0.09999999028431117,0.09844651045257259,0.16439799199237
0.13475034249732357,0.09999999103947828,0.09991076131617178,0.18689080462673816
0.1471136890865847,0.09999999146263785,0.10116105050508392,0.20692571513811894
0.15049669274403268,0.09999999077649328,0.10212527548535907,0.224187118953075
0.14514616385613752,0.09999999119805685,0.10275514666997417,0.23848989759356473
0.13460756717611144,0.09999999557140332,0.0035877832990982702,-0.0652595423294724
0.12083298518446675,0.09999999395392395,0.005555549053765305,-0.041968480971890675
0.10669162263634042,0.1000000008479868,0.004923514283910385,-0.0237649912757495
0.09461314796437205,0.10025099316752245,0.002283190740531345,-0.010649725449148545
0.08542833130613595,0.11596692280014674,-0.0017374449947091374,-0.0023482446226856754
0.07871146336207799,0.12111082696941668,-0.006513101480655604,0.0016408469355311077
0.07355363889133164,0.12077485140924316,-0.011455442551582385,0.001990995361460486
0.0690377046519637,0.11623512057994102,-0.01604176023774158,-0.0005100689993011697
0.0643842493676004,0.1121376894715004,-0.01983637681649977,-0.005017563833535274
0.05907444958040694,0.10844681512814444,-0.022505426961370645,-0.010683291175916836
0.05284264711613883,0.1051233325875602,-0.023823872084456396,-0.01670330060683583
0.04565930884575796,0.10214502691958058,0.030484357582250925,0.10579665035191643
0.03718625747825151,0.10000038550452965,0.02730851415089518,0.08981060258241888
0.028031198551261443,0.10000003027936795,0.02640658881001833,0.07637476288209653
0.01965702505314401,0.10000004207152335,0.027527688965993908,0.06601915181825738
0.013465088657485065,0.10000002490129623,0.030329820103560976,0.059027240989064526
0.010128938031637407,0.10000001782208451,0.03440543236311644,0.055439906443642974
0.009803010799168376,0.10000001504836756,0.03931137286503019,0.055081041763246734
0.012194830884771168,0.10000001510282956,0.044598125722024,0.05759396399172364
0.016672131909886735,0.10000001824142613,0.049835868330541114,0.06248298941854535
0.022361942611444956,0.10000000304861885,0.05463593068289628,0.06915634952788223
0.028306087966018762,0.10000000829933696,0.05866670593608874,0.07696772951720876
0.0337217749629667,0.1000000245129714,0.061664434149738996,0.08525464722104684
0.03776253293431282,0.10000028234485561,0.06343849927564928,0.09337281511189334
0.03989632801053816,0.10220046102917119,0.06387277048349796,0.10072603962352308
0.03974629910395617,0.10592604923771735,0.06292285075554493,0.10679167650420635
0.03726138804066066,0.10740987082143598,0.06061124631170129,0.11114156715490722
0.032710892775554515,0.10641865575820454,0.05702053430208358,0.11345862914498075
0.026648788805071395,0.10498292720814287,0.052284678908263015,0.11354691928825968
0.01985451440817986,0.10331905819514954,0.04657921449039249,0.11133552603163532
0.013233698394545771,0.10166557483837023,0.040110723798393685,0.10687619024557535
0.007682401295677587,0.10025710740085829,0.03310534564119857,0.10033319860887012
0.003953186604261442,0.1000010431904453,0.013291180508022235,0.06237637415494171
0.0025420990323442626,0.10000230086142725,0.005720938004356949,0.052062669395647306
0.0036093150190731685,0.10000021941128809,-0.00155192387108219,0.041235272906806515
0.007004873510289036,0.10000948347043251,-0.008380054060458213,0.030125175511376456
0.012310855025398686,0.10174786503862554,-0.01463867720907456,0.018974345871224523
0.018939821099581065,0.10456115130758337,-0.020229544313634405,0.00802316752642752
0.026235017980259005,0.10707759549379309,-0.02508301488700047,-0.002500965973789254
0.03355717275326205,0.10947106019819551,-0.029158676363834953,-0.01239336830039322
0.040361651292632666,0.11173241758557094,-0.03244435377369397,-0.02147975781021455
0.04624549725480323,0.1137864026710248,-0.03495392006211918,-0.02962172749879898
0.050963386629346054,0.11554624663681703,-0.03672406735298244,-0.03671993419589765
0.054418701226408926,0.11686571397489966,-0.0327588508770956,-0.030762326142105407
0.05662146821306328,0.11770388416966489,-0.03407092858610903,-0.0376158723720197
0.05770929042420302,0.11825734488942764,-0.03479354601316198,-0.04332220464643449
0.05787247714787777,0.11837950467272669,-0.03502072510411689,-0.0479047152491428
0.057301063055135236,0.11811875320535119,-0.03484944661272755,-0.05142284432105727
0.05617510080667784,0.11754133587600298,-0.034374775784482524,-0.05396555561263424
0.05466125955177678,0.11672236117356366,-0.03368568084158059,-0.055644062965864084
0.052910226535200465,0.1157392087485378,-0.032861678368002877,-0.05658426835811445
0.051053443482533455,0.11466598193208881,-0.03197036275545678,-0.05691928135030215
0.0492000319051077,0.11356927794402538,-0.031065822149386996,-0.05678236105354282
0.04743450301683583,0.11250433488754352,-0.03018797146906796,-0.05630058618634084
0.04581514612830089,0.11151410762773444,-0.029362598760957627,-0.05558950879085891
0.04437422156157439,0.11062804573734375,-0.028602220277549783,-0.054748974845616714
0.043120332297791705,0.10986275409767705,-0.027907481710291934,-0.05386021587852962
0.04204228553175038,0.10922363543555538,-0.027269023109745768,-0.05298423692824783
0.04111403605434131,0.10870695960217573,-0.026669649699932473,-0.05216145244193775
0.04030030492625431,0.10828854529182444,-0.026086673393755214,-0.05141245959867056
0.039561612626433144,0.1079659704878127,-0.025494208150923254,-0.05073979460011787
0.03885966161535563,0.10771576510405526,-0.024865489742554304,-0.050130474335308435
0.03816137318843897,0.10751723720771898,-0.024174857140638818,-0.049559118886256824
0.03744207577504749,0.10735134600408984,-0.023399510604475288,-0.04899143365055673
0.036687569497203094,0.10720293485377556,-0.022520913173108077,-0.04838783803803775
0.035895047185382264,0.10706207071917395,-0.007864297625535253,-0.0153813360329628
0.035034565485237916,0.10692667085354332,-0.006740893739763303,-0.014558773218373046
0.03412037947617315,0.10680231940271702,-0.005396693778238847,-0.013600916406579469
0.03322287134689222,0.10670021447450531,-0.0038514354245347215,-0.012430809958922788
0.032421609552870836,0.10663453057990953,-0.0021389592305428146,-0.010997788121886946
0.031787004771076925,0.10661825974556553,-0.0003039996127661103,-0.00927790046985285
0.03137165435299403,0.10666230479054868,0.0016012950465056576,-0.007272733704679867
0.03120602392713425,0.10676295276038511,0.003520899301780466,-0.005006905351949097
0.03129651313910587,0.1069218310020425,0.00539830873375855,-0.0025245222050568235
0.031626359227187255,0.10713165550028163,0.007179631610946185,0.0001150875677164489
0.032158597054984465,0.10738095823915929,0.0014228089352509115,-0.014652182155164204
0.0328329165745508,0.10765582798833981,0.0035963405095322818,-0.010210711112752083
0.03359372812617358,0.10794034073709015,0.00547441585189679,-0.005884239992128001
0.034388519749529924,0.1082177862427642,0.007042498693821122,-0.001785729159029981
0.03516161309881019,0.10847255182141483,0.008300484707426009,0.0019924399854860863
0.035859250273055594,0.10869191785977736,0.009261198222621916,0.005381334959561814
0.03643710835731205,0.10886745273670216,0.009948190836564508,0.008336277847519743
0.036866009363586805,0.10899513163880258,0.010393195330855006,0.010836168636849537
0.0371343917948827,0.10907360710985287,0.010633456736578525,0.012881649989431544
0.037247576839928395,0.10910261187935792,0.01070911038167042,0.0144923802927376
0.03722458701558726,0.10908388958353465,0.010660743996932391,0.015703672498833348
0.03709359483425296,0.10902234729057288,0.010527251313203475,0.016562750686402533
0.03688703582285991,0.10892629366263702,0.010344054857509206,0.01712486338516807
0.036637206599233946,0.1088060123401548,0.010141746226237203,0.01744947099363908
0.03637288302110073,0.10866962436873115,0.009945164127616875,0.017596695319703398
0.03611699310355141,0.10853229056340069,0.009772905063793675,0.017624184309641525
0.03588577831246965,0.10840026299479108,0.009637239562462253,0.017584506518796214
0.035688677889253714,0.10828031667903394,0.009544389015221606,0.017523149960057514
0.035529081632063066,0.10817693115852627,0.009495104851604954,0.01747716077102209
0.03540549817500432,0.108092212077345,0.009485483158500537,0.017474420649565708
0.03531290624926162,0.10802608534491696,0.009507943901637428,0.017533529944588688
0.03524401872836042,0.10798281943239664,0.009552304369888721,0.01766423703930021
0.03519076820159825,0.10794742252537304,0.012448724306665703,0.02459266674298936
0.03514731979963309,0.10792220553289679,0.011698660571547297,0.02296879407692926
0.03510591263872292,0.10790339718437648,0.010986629764793924,0.02147372195606986
0.03505755229985162,0.10788751313410698,0.010291355877503322,0.020099383085131515
0.03499512845223912,0.10787165468739074,0.009592775292610005,0.018828840180643257
0.034914166818431874,0.1078537335917178,0.008873404510770976,0.01763896008055796
0.03481307520021216,0.10783260849534455,0.008119387036933514,0.01650309786536915
0.03469322602132418,0.10780813413959983,0.0073211995791119325,0.015393634478932777
0.03455884869044208,0.10778112305611512,0.0064740175507716395,0.014284243818869852
0.034416665874542625,0.1077532188730291,0.0055777580023320126,0.013151795885084668
0.0342752555259782,0.10772668413033828,0.004636833402376171,0.011977833313812782
0.03414418112496582,0.10770411530480267,0.004967488509505867,0.013844151363743779
0.03403411387344347,0.10768802421413899,0.003997026509653001,0.012630327505240187
0.033953576538308224,0.1076805198067605,0.003000946328981729,0.01129589373957414
0.0339077376802605,0.10768307878956918,0.001995498706372397,0.00985508100322126
0.03389903668370704,0.10769637350982553,0.0009968773961008379,0.008326586091135797
0.033927200778249615,0.10772021725221435,2.04866040968024e-05,0.006732328622733854
0.033989365509146004,0.10775361236813312,-0.0009196515706668425,0.005096231020697905
0.034080432307342305,0.10779488875882075,-0.0018113568068376532,0.0034430274373615484
0.03419363305362939,0.10784186694400694,-0.0026446149407592383,0.0017971443946871314
0.03432122068250501,0.10789207178745357,-0.003411767422079003,0.00018169880109106425
0.03445519372268871,0.10794296386739405,-0.004107571983551992,-0.001382349142008406
0.03458796958088564,0.10799212060582347,-0.004729146450594158,-0.0028768623419793498
0.03471293796631057,0.10803739499234129,-0.005275812392541019,-0.0042869991917337796
0.03482485048478274,0.10807703060072643,-0.005748858724406953,-0.0056014905134523065
0.034920028265415445,0.10810973238872497,-0.006151247317621211,-0.006812730308446806
0.034996393394579335,0.10813471044109826,-0.006487283226280002,-0.007916698475335195
0.03505335018628378,0.10815163206031622,-0.006762271429923146,-0.008912740614298016
0.03509155280951896,0.10816061053119737,-0.0069821802450494,-0.00980323494391562
0.03511260403084549,0.1081621433928097,-0.007153329016075224,-0.010593179279343072
0.035118728049585546,0.10815702712616684,-0.007282114633630478,-0.011289732133491728
0.03511245497939268,0.10814626441942317,-0.007374788122401449,-0.011901741584200997
0.03509634591502274,0.1081309680094487,-0.007437289267825731,-0.012439293965514278
0.035072777265226215,0.10811226966397827,-0.007359972355423906,-0.012640793884298434
0.03504372633371527,0.10809124668624512,-0.007052363487028873,-0.012291466854736552
0.03501066344296094,0.10806887241577454,-0.006730278595834469,-0.011904513631673878
0.03497472928196094,0.1080459815211859,-0.006393522730512103,-0.011486240378895701
0.03493679166636315,0.10802325485422054,-0.006041641115013558,-0.011040914115209624
0.034897444095000806,0.10800122442541778,-0.005674195842254415,-0.010571127265163148
0.03485707735424347,0.10798029264986095,-0.005291002086436731,-0.010078207003899472
0.0348160021983188,0.10796075973783426,-0.004892314854803096,-0.009562639455816872
0.03477457612199113,0.10794285285160089,-0.004478960998499768,-0.009024482156869261
0.034733297622379776,0.10792675156160118,-0.004052414812150818,-0.00846374215868726
0.03469284898352455,0.10791260568096275,-0.004987081658121584,-0.011127731474521596
0.034654738846432345,0.10790049507840162,-0.0045328107317930385,-0.010504750146130623
0.03461989480140156,0.10789044442776727,-0.004077441007041558,-0.009846404404612569
0.03458863031172774,0.10788244357912935,-0.0036236939529426405,-0.00916106989561995
0.03456122388763684,0.10787644450697684,-0.003173749903549097,-0.008456233822457724
0.03453791946881512,0.10787236516813092,-0.0027292819577777474,-0.007738318892499571
0.0345188580216758,0.10787009430802386,-0.0022915406982937235,-0.0070126649122981164
0.034504046902387425,0.10786949725342848,-0.0018614538423823563,-0.006283587600083827
0.03449337048547076,0.10787042246419148,-0.0014397258322483971,-0.005554482743778574
0.03448662393347241,0.10787270821412588,-0.0010269294220533868,-0.00482795816268643
0.03448355226891092,0.10787618858768298,-0.0006235842988259899,-0.004105980438230857
0.03448388261314179,0.10788069808348713,-0.0002302195607934828,-0.003390025314499715
0.034487343628695766,0.1078860744133307,0.00015258171855176805,-0.0026812221307430236
0.034493671221976795,0.1078921594658159,0.0005241563904861406,-0.0019804841803230068
0.03450260296330566,0.10789879867838517,0.0008837530833302867,-0.0012886185697397812
0.0345138654847746,0.10790583945700806,0.001230540614777523,-0.0006064109132403759
0.03452715959436224,0.10791312925203606,0.0015636308986854074,6.531805852443257e-05
0.03454214735373633,0.10792051397787991,0.0018821138326584558,0.0007256852790532881
